name;comment;Label
taufikstr_;@explorekotagede;
nanariiana;𝗗𝗜 𝙎𝘼𝙍𝘼𝙉𝘼365 𝗠𝗔𝗜𝗡 𝙏𝙊𝙂𝙀𝙇, 𝘽𝙊𝙇𝘼, 𝙇𝙄𝙑𝙀 𝘾𝘼𝙎𝙄𝙉𝙊, 𝙎𝙇𝙊𝙏, 𝙎𝘼𝘽𝙐𝙉𝙂 𝘼𝙔𝘼𝙈, 𝙋𝙊𝙆𝙀𝙍 & 𝘿𝙊𝙈𝙄𝙉𝙊 𝗖𝗨𝗞𝗨𝗣 𝗗𝗘𝗡𝗚𝗔𝗡 𝟭 𝗜𝗗 𝗦𝗔𝗝𝗔. 𝗧𝗨𝗡𝗚𝗚𝗨 𝗔𝗣𝗔𝗟𝗔𝗚𝗜 𝗖𝗢𝗕𝗔 𝗞𝗘𝗕𝗘𝗥𝗨𝗡𝗧𝗨𝗡𝗚𝗔𝗡 𝗔𝗡𝗗𝗔 𝗠𝗔𝗜𝗡 𝗗𝗜 𝙎𝘼𝙍𝘼𝙉𝘼365 𝗗𝗔𝗡 𝗗𝗔𝗣𝗔𝗧𝗞𝗔𝗡 𝗕𝗢𝗡𝗨𝗦 - 𝗕𝗢𝗡𝗨𝗦 𝗠𝗘𝗡𝗔𝗥𝗜𝗞𝗡𝗬𝗔!!!𝗪𝗵𝗮𝘁𝘀𝗔𝗣𝗣 : 𝟬𝟴𝟭𝟯𝟵𝟲𝟲𝟭𝟬𝟮𝟱𝟭#agenbola #bolaonline #euro2020 #euro2021 #agenbolaeuro #bandarbola #livescore #livestream #situsbolaonline #agenbolaonlineindonesia #bettingbola #bettingonline #situsbolaterpercaya;
holas_bali;Best outfit 😍😍;
yelsaaf;jogja emang ter terrr;
dayatputrasiregar;Jogja istimewa 😍😍😍;
ambarafitriaa;Kota impian dari dulu pengen banget ke jogja semoga bisa kesampaian, Aamiin.;
despianaa_;Emang sekali ke jogja tuh pasti pengen balik lagi terus, btw aku udah ke jogja 4 kali kak @awkarin hehee segitunya akutuh ke jogja.. semoga hoki dari kakak buat nambah nambah keperluan rumah kak @awkarin hehee have fun ya kak di sana❤️❤️;
ririnquinn;Spill sendalnya donk rin @awkarin;
neoprostat;❤️;
agunggumilar222;❤️❤️;
peny.rahma;Thanks ya karin.. Sdh bisa berfoto denganmu... 😍;
awkarin;Offroad Tour Mangunan!Masukin di salah satu list kegiatan Jogja kalian nih. Kita akan diberikan beberapa pilihan paket:Short trip:- 2 destinasi = IDR 250.000- 3 destinasi = IDR 350.000Long trip:- 4 destinasi = IDR 500.000- 5 destinasi = IDR 750.000Nanti kalian akan diberikan beberapa pilihan destinasinya sama mereka.Worth it gak? Depends sih, buat kalian yang lagi gabut dan suka offroad ya worth it-worth it aja. Tapi aku saranin kalian pilih yang “Susur Sungai” dan “Jelajah Kampung” lebih asik, soalnya kalo yang lain kebanyakan kalian bisa naik mobil sendiri ke tempatnya karena jaraknya dekat-dekat dan kebanyakan cuma tempat spot-spot background foto gitu. Kalo susur sungai kan off road niyyy.Gimana tertarik mencoba?;
insantransport;Kereen banget foto nya kak😍😍 izin repost yaaa kak❤️;
n0opa;ke nepal van java donh rin;
ipunk_btl;Waah kudu nyoba ngejeep di @gumukpasirjeepadventure kak @awkarin;
vanniaaa.s;@indrinoviyyy;
fkmillie.id;Iflixnya kak 1 tahun 22k🦋;
serenahomedecor;Asiknya😍😍;
arinasaputri_;Take me here @ferialarafat00 😁;
hastuti.r.96;👍👍👍👍;
dindaprmsr;@trianafebrii_ @maharaaani.a;
shaniaaauuu;@sifafaujiah_;
despianaa_;Curug kedung pedut, hutan pinus mangunan,kalibiru,pantai teras kaca,pantai indrayanti @awkarin;
febyyant;@adityaputraaaaaa;
jeepwisatatawangmangu;mantapp👍👍👍;
du.ui;Cobain @teddy_handoko;
sabheela;cantik pol;
alfirarmdhn;@bellabdf @nabilsalmaa @jessicaelsh @akbararifandi;
eticipoet;Paketnya termasuk supir?;
anggikrtk_;HUAAA PEN KETEMU KAK KARINNN😭😭 AYOO KETEMUU😭;
bantul;Maturnuwun 😍❤️❤️;
curiosavocado;yuk bisa yuk ke solo;
ketyfebriyantii;@sanino___ @meilaniel @rdyusufks;
penyu17_;Itu nyetir sendiri ap disetirin ?;
syafiraferonika01;Follow  instagram aku ya guys, ini no WA aku 088708365138 kalo serius WA aja 🥰🥰🥰🥰🥰;
____cacaaaa;Asique @ossilujunai @theresiaturnip_;
puputprmts10_;@hasnahnfh13_ @zhr.alda;
itsme.r4hm4;@myusufsholqn_27;
mudrizki_;Jadi pengen ke jogja😢;
galih_anane;Cantik bgt bliii😍❤️;
akbar_catur_hermawan;Mantan gue ni❤️❤️❤️;
apriliakartika_putri;@putrimustikaas_  Ndang nang Mangunan ada mbak @awkarin;
akwilinagrevba_;❤️❤️❤️❤️❤️;
alisaatun;Racun bgttt @deamftahh @_rinintaa.s @nissaptrii;
wana4374;😍😍😍;
arlindyarh;@farahafiza24 @yunindra_ yuk yuk;
dearatuliu_;Jogja im in love❤️;
pradyniaintanp;@dindanoviatamii;
gabriellariaaa;jogja yuk @nfbwna @nikenbwna;
okienalqntr;ayo gaisss agendakan skali2 offroad tour @alifyanurl @kalvionaa @yunitarlnaa @randomido.it @ridzky_rdz;
pi.th;@ayuila_ @erwansuteja_ 😍;
angelylnd;❤️❤️❤️❤️;
zzanass1801_;Kk rin, ucapin hbd dong kk, hari ini gw ultah hehhe, tp ga mungkin x ya 🥲;
fdhllsalsa;Karin offroad novilda shay;
cactaceaaee;❤️❤️;
noviiawullandari;baju awkarin sm mobil warnanya sama keren bgt si emang 🔥;
rischafarel;Ke kopi @menoewakopi.jogja say 😍;
naylapkl122;❤️❤️;
annisangl_;@nurafnilubis_ aghh🤤;
prabu_sakabumi;Assalamu'alaikum Mohon izin share untuk bantu sebarin link untuk pengobatan anak sy yg didiagnosis kelainan jantung bocor ASD dan VSD.terimakasih #orangbaik https://kitabisa.com/bantuprabusembuhdarijantungbocor.klik link di bio☝ Terimakasih #orangbaik #kitabisa.com❤️;
hamiza2607;very interesting to try when visiting Jogja 😍;
kebabmantabbb;first;
galihaja12;Coba keselatan Jawa Barat tante.. Banyak yg indah;
risabrinaa;@sifiyaaals;
apriliasaras;I wanna meet you Kak😢😢;
iriandi_shaputra;🔥🔥🔥🔥;
ainominovayu;@hendra_adhi_p jeepmu duk iki😂;
bimbingan_skripsi.idn;Kok seru 🔥;
siscaayu_m;Kak, mumpung di jogjaa coba ke lava tour merapi @awkarin;
windaree__;Harga per jeep atau perorang kak?;
agusheryandy;Ka karin smlm kayanya ada ka gangga kok ini gaada ka;
firlyyar;Aaaa kgn jogja!😭😭;
xwrisyz_;Firstt❤️;
iniiieko;haga itu perorang atau permobil, kak?;
cekskripsi.id;Sudah sampai bab berapakah skripsimu hari ini? Perlu ku bantuin? 😍;
r.yogaputra;Makasih kak;
allmaagustinh;😍😍;
toko_sosmed_id10;💚💚💚.ᴋᴇ ᴊᴇʀᴍᴀɴ ʙᴇʟɪ ᴍᴏᴛᴏʀ ʀᴏꜱɪᴋᴇ ᴄɪɴᴀ ᴍᴇᴍʙᴇʟɪ ᴋᴇʟᴀᴘᴀᴘᴇʀᴍɪꜱɪ ɴᴜᴍᴘᴀɴɢ ᴘʀᴏᴍᴏꜱɪꜱᴇᴅɪᴀ ꜰᴏʟʟᴏᴡᴇʀ ɴʏᴀ ᴋᴀᴋᴀ🙏;
iyaa2.28;Duh ka karin😍😍;
natt_fen;Awas nyesel gk liat story aku.;
acahyani.14;😍😍;
penambahinstan_media;Haykak'kamiMenjual{followerscek✅👈;
lisaandrianiiii;❤️❤️❤️;
_idhkk;Kak pengen ktmuu yuuu;
haideecare;wahh selamat mengeksplor Jogja kak❤️❤️❤️❤️;
asyrafrh_;😍😍😍;
mjtomms;Thankyou Rin 🙌❤️;
laraassw_;"Kok belum ada tanda"" lamaran atau nikahan gitu yaa";
nandhaamoyy;🔥🔥🔥;
hanaaniifah;Jastip tiramisusu Cikarang bisa ke Instagram @dapoeerkita;
siapaahaa00;😍😍😍;
modecollection_perawang;❤️❤️❤️❤️;
safhira_melinda;👏👏👏;
xyhanz_9;kalian sungguh suci aku penuh dosa im bad girl candu suaranya😂;
dhiniiwhyni;Jogja g nih ? @ilamrenden;
kinanthidr;❤️❤️❤️;
zlsbila31_;"Aaaa ada d Jogja ka:"") i wanna meeeett uuu😢";
kopimol.id;🔥🔥;
kebabmantabbb;gila hebat bgt gw;
ketrineyuniar;Asikkk bgt😢;
kebabmantabbb;first;
an0thersid3ofme;gilss 40 detik bgt nih;
_kansaregar69;cantik kali awkarin🔥 @awkarin;
sheliii02;First;
rereedm15_;🔥🔥🔥;
awkarin;Sejatinya, semua yang tinggipun (manusia) berasal dari bawah (tanah) juga.;
karinadznvty;Keren bgtt😭😭😍;
ikaymilasr;@andikaapriantop;
hafif_marpaung;keren...di mana nih?;
van.vaza;Karin del rey?!;
oneshaa_;ini pas ama @eri.carl gak sik yang pagi pagi buta dah bangun itu ☺️;
domidave_bong;💙💙💙💙💙;
yukladibeli;Yuk yang lagi nyari barang apa aja bisa cek ig kita di @yukladibeli jual case, dompet pria wanita, baju, kaos tumblr, dllAtau langsung wa 089699960634;
ps.fashionsolo;Cek ig kita yaa;
devinachristbel18;Yang dari tanah akan kembali ke tanah ❤️❤️❤️;
dayatfr05;Luar biasa sekali ciptaanmu ya allah❤️;
skrrraah;Kak di manado ya?? Mau titip pisang ambon;
littlediana01;Hai ka, kalo lagi cari penginapan dijogja yg bisa muat sampe 12 org boleh cek ig kami yah😊 @guesthouse_yk 650k/ Malam. Full interior;
azkaananya;❤️;
rizafxx;Aw;
zuzuaulia;Cuma karin yang bisa bikin spot yang keliatan 'biasa' ketika dipake orang lain jd keliatan 'luar biasa';
santipalebbangi;💚;
bebylash_beauty;Panutanquuuue🔥🔥🔥;
_ruangr;Mantul mbak❤️❤️❤️;
petang_h;Padahal mah ni foto pas lg bete abis dibangunin mbakerr;
lelelend_;Benda yg ada di dekat kakinya Kak Karin itu apa ya?;
awkarin;Ke Jogja gak nyobain Sate Klathak Pak Pong? Rugi banget! Bahan dasar sate ini adalah daging kambing. Tapi apa sih yang membuat Sate Klathak Pak Pong ini terkenal dan beda dari yang lain?Berikut yang membuat sate ini beda dari yang lain;
ayukartika.p;@hermawanyudhisaputra;
ikeochin;@ikha_rustikasari yang ini bukan beng?;
iedamaryani;Enak banget dkat rumah ku ..Dulu mo ksni cm 10menit nyampe,,skrg klo mo mkan nunggu mudik😄;
hadelajah;@jack.harjo kita blm ksini😭😥;
wendamatasarii;Nunggu lama tapi terbayar sama rasanya. Best sih;
enamlimakalishop;Lebih enak sate Klatak Pak Pong atau ada yg lebih enak lagi kak dibanding sate Klatak yg lain ?;
ardwi;❤️;
ieslestari;@landitaayu mau lg;
tyasarasw;kok gelem le ngantri yo😂 @anunghermawann;
nabpty;Seumur hidup cuma pernah 2 kali meng ahahha mahal;
restiarifah_;@novandwicahya_;
shintaagus;Gus @reyaz_mubarak mantabbb😜😜;
goodnaaik;@jeremy.roberts.549436 my fav one 😍😍;
goodnaaik;@jeremy.roberts.549436 my fav one 😍😍;
heni_kurniawati;Jadi pengen kesana lagi ya @kurnniiiaaa;
diatami_;Maaf, mak adi masih yg paling enak 🙏;
a.agustindv;Mampir omah ku sek mbak jajal seblak yok gas @awkarin;
rembulan_exaziera;Kangen sate ini enak bgt banget ngets endul pokoknyaa huhu pengen jogjaaa 😢😢;
umi_nhidayah;Beby nak nih @tipeng_gluwer;
angguenatan25;Sering bgt kesitu 🤤💜;
kitchen51_;Kangen kulineran😢. Untungnya kitchen51_ jual makanan terkenal di daerah wisata kuliner👌;
na.iniii;pgn lg ih😭;
aditamutiamii;tuh @dedepermana1 untung kan udh nyobain, jadi engga rugi klo ke jogja, krn udh cobain 😁😁;
anilforestry;Kak Ayuk kesini @melatikusumaw;
privateakun1888;Makanan indonesia enak enak😍;
rangers_bagus;"Otak"" ikan yg di bakar di pak pong itu enak juga lho..";
debyshintaep;Rindu pak pong wkwkwk @faradibaanuzha @dessyn.h;
blubberysmothie;Recommended banget tu kaa;
adadindaaa;Apapun yang di foto @awkarin buat ngiler😢;
anurulfajra;@jessicabotuale ka pong dah jualan sate jess? 😜🤣;
fdhias_;Setiap ke jogja pasti slalu mampir kesitu, nunggunya sampe sejam gilaak sih😂 aku tim tengkleng🔥;
desybetarya;Selalu kangen dg sate ini 😭;
dinda_berlianti;@ieynahulopi;
luvlyluvvv;@yukamerr ntr kesinii yukkk;
daa66_;@septiani.susi 😌 sate;
cici.vemi;@hafizh.koeswara mau keisni😭;
dewirahma157;Rumah ku deket tempat e pak Pong;
athanrdts;Lama ndak e @marinaelsa_ wkwkwk;
nadialutsiyana;Sate kambing mbak bella juga mantep bgt!😭❤️;
ichasfaad;@riadwisas hayu ke Jogja lagi;
whyu.eka;Njir murah dan enakk;
putrir636;Bneran enak ini, jdi pengen kesana;
sriprnsari.s;rugi banget kita gak cobain 😢😢 @hanita_hr @munaumarellaa @selvianaarh;
izzahbw;Aku pernah kesini di ajak gebetan , trs beli sate nya  2 tusuk tapi Gede engga pake lidi tapi pake nya besi trs beli 3 porsi sate sama yg kuah gitu aku kira bakal habis banyak ternyata wort it bgt bgt;
mbunk_since1981;"Sy menu paling bawah aja...""Es jeruk""...😂";
gadis_humairaa;MAKANAN JUARAAA😭😭;
geleeshop;👍;
rivanii_v;masuk dalam list nanti pas kita ke jogja engga nih @poojamaryam @vitri.05;
t_ameliaputrii;Kuy @rayinugraha;
damarsmdraa;@wulan.rmdh2 tau rung😂;
viviseliyan;Kaget banget harganya semurah itu😂;
prasetioheri;@awkarin kalo ke jogja ngerasain ingkung di daerah pajangan, mangut lele, ayam mbah cumplung sis;
jelitadsn;@jesnoel ga pernah kau bawa aku kesini😭;
coll._;Apa dayaku ga suka kambing:(;
cakeeraine_;Enakk bgttt in gak ngerti!!!?😩;
cakeeraine_;Kangen jogja bgt liat ini!?😭;
rendramimba;🤤🤤🤤🤤🤤;
romirafa777;Bisa ampe 3 jem, paling BT kalo uda keselip. Mgkin prlu di improve managament customer service-nya;
zelfi_refdiyanti;Mudik slalu kesini... the best;
nufatirani27;Waaaa jadi pengen lagi 😭;
rosinahros14;@lalaaaaaaaa.po @u.umynh_ @nongayyu;
ridzqiaulia;ih deket lo ya;
ucihardian;Udah coba😍🤤;
hheyyohh_;Sayang mau @hhallohh;
andresatrya_;Kuliner wajib jogja daerah selatan 😍;
taichan.sadiss;Cobain sate Pak Bari 🔥👏;
oxsa.dunam;🤤;
ablw_bdr;ini enak pake banget, nunggu sejaman tp worth abis..😍;
o6.97;awkuliner 😍;
asmarani2196;@roffi_wong 🤭;
chrstrii;❤️♥️💖😭;
ayuananta;Nama kolom porsi: 25k...... kamu suzzana, Rin?;
ayutrimayayu;@lestariagustin4 mba lu kangen makan ini ga;
nltfha;@novnovira;
delfipandie;@cristinaclaudiaa katong su coba ee sis;
n.nddr_;cobaain ayokkssss @ismun2510_;
ikavrlzr;@riofarllaso_ woiwoiwoi;
asia.carina;gelem poo diajak kesini @fatimahdyh;
lacoconature_id;Mantap😍;
annisadinimeytari;@elisabethnia1;
02_larass;Setiap ke jogja mau ksini gagal mulu kesel 😭;
annisamutiarraj;"Aku kok pikirannya malah aneh"" ya :( liat daging belum mateng gitu";
cockroaches.sply;keren;
rizkatianan;@naf.edelweis kuy?  Wkwk;
antoniuspandu15;@rifki_ctprtm @jerrybudiharjo 🙈;
v.adtyaaa;@nichosand___  jogja kui😂;
aisyahzrap;mari kita nabung @sanayakrns;
humairaa.basic;Mantuul;
asripamungkastuti;deket rumah😄 pesen dulu tinggal pulang hehehe;
chtrkarisma;Antrinya seabad 😂;
trsnsrica;Cobain sate petir pak nano!!;
yuliapradnya;Sate klathakk😭;
ssagit.a;kuliner jogja yg selalu kurinduu, pak pong;
dimeljimshoney;Satee😍;
gigiensaputra;Dulu pernah pesen sare jn;
jihanvallent;Enak gone pakdeku tep an no debat;
cuttasyaa_;bagi dong ka aw;
dhaniarpalupi;Jd kangen😭;
viccyona;Konten terbaik✨❤️;
sabrinaa287;Rasa nya biasa aja menurut gua,  soalnya bau kambingnya nyengat banget masihan;
ys.mayla;MAMPIR NING KOST KU KA😚;
dhearstyd;Akuuuu udh, emang mantep bgt. Cobain deh kak mie ayam tumini ada dijogja, ituuu jg enak bgt;
petang_h;Biasa nya Pak Malen, Rin 😆;
gora.krasoca;i love ur positif vibe 🤟;
destyraaa;🧡🧡🧡;
gilangmahardika91;Hy;
nanaerinanana;Pak ponggg memang terbaikkk 👌;
goldencrown.market;😍😍😍;
saviraveraa;yh udeh diendorse elu mah langsung mahal mi sate, pakenya bkn jeruji sepeda lg ntar mah. pk jeruji harley;
itsronyjmzzz;Tengo que ir allí directamente gracias hermana por la información❤️;
ilmiariyndhn;Yaallah kangen makan pak pong trs pas itu ktmu Karin sm sabian jg d pak pongg😍;
rostikapebri;🤤👍;
traaayyy;Wajib sih kalo ke jogja nyobain ini, aku aja ketagihan. Mantep banget kak @awkarin;
bilqisparshaa;Gw pernah kesana dong!😭😭😭😭😭😭😭😭😭😭😭;
ibreinapriss;Kangennnn polll makan bareng kamuuu @auliapsptns 🥺😭😭😭😭❤️;
daniellashh_;"Terbaikkkkk, kangen tengkleng sama sate klathak pak pong dan kenangannya:"""")";
catherinezfn;Makasih ka karin info nyaa , kebetulan aku mau ke jogja juga nihhhhh❤️❤️;
jstmzki;Aku dijogja ngk sempet noba;
aaapple_candy;Kicik itu apa sih ?;
tryasard;Seenak apapun sate kambing,aku ga suka😭;
safirahzi;kapan kita kesini @din.caa @rieshananda @angereni_ange;
novianty_vanilaa;buruan ke jogjaaa!!! @nadyaaans @anandamatory;
jullia_djauhari;menurut gua si rasanya B aja😅;
tasyavennya;sumpah td aku kesana lho tp awkarin dah pulang sedih ga;
anaarnns._;Aaaa🤤🤤;
elitareynaraa;@araasmr_ :(((;
nizamhafisuddin;wah ra mampir umahku;
paparbati;Wiiii bikin caption ga abal2 sgt informatif :') makaci ka kariinn review and recommend nyaa huhuhuu luv u kaa💕;
stefannus_lee;pak pong👍👍;
shofinra;pen ketemu woy;
murahajajon;Yang mau jastip all brand di mall2 jakarta bisa banget ya follow kaka kaka @murahajajon ☺️✨🙏🏻;
nurzacki;Kedisikan mas @rifq_afdillah 😂;
santanamh_;@rafid_dhfn;
ezenglishcinere;Yuk belajar day to day EZ English online now! Affordable prices! @ezenglishcinere 🇺🇸🇮🇩;
pkujokimobilelegend;Pengen dong di endorse 😂;
zhldvi;Deket rumahku😭;
dinastiptr;💛💛;
r_aisyyy;Tpiii ka @awkarin dkk @sarahgibson21 @diskaresha @keanuagl @sbngram sate klathak versi yg  MAK ADII ituu kgakk kalahh de bestnyaa sihhh ihhhh ❤️❤️❤️(jdi, pengen klathak an routine 🥺❤️😔sebelum balik hometown masing”). Ya, gk sihhh @dh_nadaaa @shezafitri_ @vileviana @eviangg.99, bantu yakinkan mereka 😆🤭 siapa tauu jdi penasaran jga 🤭;
dandigbsn;Gamau tau ajak kesini tapi aku makan sate biasanya itu ayam bukan si apa tetep kambing? @dinarositad @nabilladevip @shaffan.da;
rahmafadillah.ad;kaaaa di jogja sampe kapaann😭😭 pengen bgtt meet😭😭 sumpah sumpaahhhh😭;
sekarbusana_shop;Bajunya kakak 🥰👗;
kenandgrat;Makanan Indonesia tetap terbaik🤤;
ichsantama;Ngidam bgt guaaa anjerrr;
ikanbakaroriginal;Enakan mbah abuu:(((( harus coba mbah abuu sii;
lillalnr;Kita nunggu 2 jam ya genggss😂😂 @gizelarmeina;
_nazila11;@nabila0921 @aql_bein0921 mben kudu mreneb😂;
tikasiswoyo91;Huaahhhh sate nya Pak Pong masuk ke timeline ig nya kak Karin 😍;
100203_15;Sepedha siapa aja kak yang  rujinya udah dibuat tusuk sate pak pong??? 😂;
inigigih22;awas jadi suzana karin 😀😀;
cachaahaha;enak bgt ituu;
ayucdewi;❤️;
nadyayn12;Gk doyaannn amiisss 😭😭;
ikapratistya;Haaa antrinya 1 jam tapi enak bgt😂;
ramaliansyah_arie;@wnztri 😬;
saarimurti;otak-otak depan sate klatak pang pong juga enak rinnnn! huhu;
auliaa.ayuuu;Juara si emang seenak itu 😭 ga rugi kalo nunggu 1 jam lebih 😂😂😂;
yessydanova;Nunggu 2 jam buat makan sate ini tp endulll bgt sik😍;
monielandd;merupakan adalah;
rizky.gerda;@awkarin mantap si ini pernah coba,rame bngt nd Masi ada buntelan kambing nya di gantungan😂😂;
taylor_odln;Hoodie murahh🔥ori;
dearulita;paraaah sih jd kgn makan sate pak pong;
zlfnfdrsyh;Presetnya keren kakakakakakka;
atmclothing.id;Kaos keren 35rb kak;
dewiivz;"Pemborosan kata ""merupakan adalah """;
cikkinlovers;Merupakan adalah daging kambing;
zaraagt__;malam ini zara jugaa makan satee 😂;
toegiono;MANTAPU👍🏻✨❤️;
aulkarinnn;😭😭😍;
comkomala;Juaraaaaa pokoknya 🤤;
sasanova26;Aww bebebkuuuu;
ginamaulidafjrn_;Ka Salamin ya ke mas sate nya hihihi;
mfahdi26;Sate nunggunya satu jam makannya 10 menit 😂;
souryes;Bakmi gandhok pls itu bakmi jawa enak😭;
tituskecil;Yuriko arsyilla pramudiya;
kirdapanzzz;SUMPA TENGKLENGNYA JUGA ENAKKK BGTTT;
fabdww;😍😍😍;
dilla127;"2 tusuk 25k? mahal amat )"":";
shannazsa;Aa kgnn bgt makan iNIIiww;
bontan.gbrl;Deket rumahhhhhh😋;
hzs.official;❤️❤️❤️;
septiana_utami04;Pengen bgt coba 😭 tapi tiket pesawat masih mahal dan harus pake surat kesehatan buat kemana mana 🙃;
mer.ynt;Murah sekaliiiii😭 dri pada yg disolo lebih ini mah bisa setengah harganya;
charcoalpowder;HWA NGILER ONLINE 😭😭😭;
aditpurnama10;Demi apa murah2 bngt;
utiakafafa._;Kapan kesana lagiii:);
yayaaa.zr21_;Sateee😭😭😭😭❤️❤️❤️❤️;
dianassfrd;as always sate klathak wkwk;
alivayaa;Yaampon emg jogja tu istimewa bgt❤️;
genialvenus;Ayok awkarin beli maskenya;
jessicasicillia;Anjrit enak bngt ituuu 🤤;
haniifal;enak banget ini kaaa demi apapun;
anggunpuspitaaa_;Aku orang jogja dan aku belum pernah nyoba ini :((;
kokumiiiiiiy;Jd ingin:(((;
rtiwaw;aku mau giveaway permasalahan hidup;
wordstify;🤤🤤🤤;
cileyoo;owshie kangen jogja;
madamega.id;Duhhh pngn cpt2 otw sanaahh 🤤🥰;
giginana16;Kicik apaan?;
keniawrelia;Nga ena;
agasyahhh;Meskipun waktu ke sana harus nunggu sejam tapi terbayarkan😭😍;
winanda_pinky;The best😍🤤;
sesevaanya;Cobain gacoan kaa;
cute_case_custom;Case customnya kak;
katakecil__;❤️❤️❤️;
drama_mahasiswaa;Sateeeeee;
citorachmad;alhamdulillah wis tau 🖐🏻🖐🏻;
halisyakhansa;next trip bakal cobain kesana😍;
acahyani.14;Tahan tahan godaan;
uu.wiii_;❤❤❤❤;
beerrrdingin;wanginya sampe sini;
beehoneyyyyyy;sate klathak itu daging apa ya? serius nanya;
nym.arsy_;Jadi laper kan tuh gue malem2😭;
justhamny;Tolong ,kok aku bacanya sate katak 🙏🙏🙏;
jennianggraini;Jadi inget susana 🙂;
tickafransiskaa;ajakin plis😭 @lizagstn @ekaaa.sn;
bennypurbaa;izin first comment bang jago;
depitamutiasari;Gemoy 😍;
alexaawenas;bagi dong;
ravamaharani;Kangen Jogja🤧;
niaelfiani;😍;
skincare_palembang3;First;
kilaaaad;Aku firsttt ka😍;
nge.shake;Spotify Premiumnya ka beli diaku murahloh.;
awkarin;Ingatkah kalian kejadian yang terjadi sepuluh tahun silam di kota tercinta kita, Yogyakarta?Yup, sepuluh tahun silam, tepatnya, Jumat 5 November 2010, Gunung Merapi mengalami erupsi. Suara gemuruh terdengar, hujan kerikil, dan hujan abu vulkanik pekat pun melanda.Menurut catatan sejarah, erupsi Gunung Merapi yang terletak di perbatasan Jawa Tengah dan DIY ini terjadi mulai 26 Oktober 2010. Gunung itu mengalami beberapa kali erupsi yang dimulai pada pukul 17.02 WIB.Meletusnya Gunung Merapi mengakibatkan banyak kerusakan dan kerugian besar terhadap wilayah Magelang, Boyolali, Klaten dan Sleman. Serta, mengakibatkan 277 orang meninggal di wilayah Daerah Istimewa Yogyakarta dan 109 orang meninggal di wilayah Jawa Tengah. Puluhan ribu orang mengungsi dan ribuan ternak mati.“Merapi Tak Pernah Ingkar Janji.” begitu ucap Bapak Surono, Ketua Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG) Badan Geologi ESDM.Bagaimanapun, dari setiap bencana pasti ada hikmah yang bisa kita ambil darinya.Ada pesan untuk kita dari Merapi,“Aku ora ngalahan, tur yo ora pengen dikalahke. Nanging mesti tekan janjine, mung nyuwun pangapuro nek ono seng ketabrak, keseret, kenter, kebanjiran lan klelep. Mergo ngalang-ngalangi dalan seng bakal tak liwati.”Yang artinya,“Aku tidak mengalahkan, tapi juga tidak ingin dikalahkan. Tapi jika waktunya tiba, hanya bisa minta maaf kalau ada yang tertabrak, terseret, hanyut, kebanjiran dan tenggelam. Itu terjadi karena menghalang-halangi jalan yang akan saya lewati.”;
rifah.eros;@alwyoemar_;
sewamobil_jogjasolosemarang;Sewa mobil ready all unit kaka;
natashaalhabsyi;Be jadi ingat lu mmg🤣 @salsabilamrwh;
myself_myenemy;Karinnnnnnnnn;
pemparenti;i love your contents, as always ♡;
hibtchppl;So nice😍😍;
tangerangpost;Warga Tangerang, Yuk Follow @tangerangpost post untuk mengetahui Info Seputar Tangerang 👍🔥🔥;
nukishop.id;Biar ga ganggu penampilan waktu jalan2 tas yg gimana ya yg cocok dipake? Cek tips fashion @nuki_shop.id;
fyilombok.id;Butuh rekomendasi tempat wisata di Lombok? Langsung check Bio ya kak. Free tanya-tanya juga 👍🤗;
wikatsabina;Janji gratis ongkirnya Shopee yang ga pernah ingkar janji. Happy bgt kmrn aku belanja banyak semua Gratis ongkirrrr 🔥🔥🔥 sayang Shopee;
hannictoko;Hallo kak boleh diliat liat kak masket kita warnanya kalem2 ☺🥰;
ghaitsa_zafa;Kak mohon maaf sebelumnya.. klau endors tolong lihat tokonya terlebih dahulu ya kak.. soalnya kmrin aku liat olshop dri endorsannya kak karin, dan aku malah ketipuu.. mohon sekli ya kak.. lebh ketat untuk endors nya.. @awkarin;
violaapril_;Ada kenangan di Yogyakarta;
nita.setiaa_;❤️❤️;
ucaayss;Cuma kamu yg ingkar janji!;
inkaselvi187;JOGJAKU ISTIMEWA... ALLHAMDULILAH asli wong Jogja;
idarestuning;Pengumuman giveaway 1jt #bluejeansgangga belum rin @awkarin;
idarestuning;Pengumuman giveaway 1jt #bluejeansgangga belum rin @awkarin;
garyandjackothecat;Ka kariin semoga kaka liat dm ku ya. Please help me kaa @awkarin 😭;
terrrazanna;👏;
salsabilaarl;@aziz_fatchulhd;
habasyh_;Kakaaaa❤️❤️;
shop.fiveee;Keren bgt kak karin😍;
x6.66_;❤️;
yourfaveapps;ready netflix sharing anti onhold 40k;
beefhunterid;Merapi tak pernah ingkar janji 👏;
daihatsuastrayogyakarta;Jogja 🇮🇩;
addeelle_;Gw kesini sekitar 2 tahun yang lalu 😌;
comfyzone__;Thrift shop under 65k nya kakkk mampir sini💗💗💗;
af2602_;🔥🔥🔥;
anggimf;Huhu kangen banget kesini pas bulan januari with ma bf @islanufusii;
langitma;❤️;
m.brahmahafid;Nanti kita otw ya @b.mustika06;
